stag,event,gender,age,industry,profession,traffic,coach,head_gender,greywage,way,extraversion,independ,selfcontrol,anxiety,novator
83.58110883,0,m,33.0,State,Sales,rabrecNErab,no,m,white,car,7.0,6.2,4.1,6.3,9.0
18.49691992,1,f,46.0,Building,HR,friends,no,m,white,car,3.8,5.5,4.9,5.6,5.2
73.13347023,0,f,22.0,Retail,HR,empjs,yes,f,white,bus,3.8,6.2,5.7,7.9,9.0
76.68172485,0,f,25.0,Mining,Finan e,rabrecNErab,no,f,white,car,6.2,6.2,6.4,5.6,3.7
82.82546201,1,f,23.0,Banks,HR,rabrecNErab,yes,f,white,car,6.2,9.1,4.1,3.3,6.7
82.82546201,1,f,23.0,Banks,HR,rabrecNErab,yes,f,white,car,7.0,7.6,3.3,3.3,6.7
28.84599589,1,m,31.0,Retail,Sales,empjs,my head,m,grey,bus,6.2,6.9,6.4,3.3,6.7
5.289527721,0,f,25.0,State,HR,youjs,no,f,white,bus,9.4,4.8,3.3,7.1,9.0
149.6180698,0,f,30.0,RealEstate,BusinessDevelopment,referal,my head,m,white,car,5.4,6.9,2.6,5.6,8.3
109.2402464,0,f,22.0,State,HR,advert,my head,f,white,foot,5.4,5.5,7.2,4.0,2.9
35.74537988,1,f,35.0,Retail,HR,empjs,no,m,white,bus,5.4,7.6,4.9,4.0,6.0
50.98973306,1,f,24.0,Consult,HR,empjs,my head,f,white,bus,7.8,5.5,3.3,7.9,8.3
109.1088296,0,f,29.0,Retail,HR,advert,no,m,white,car,4.6,3.4,9.5,4.8,2.1
10.51334702,0,m,36.0,manufacture,Engineer,friends,my head,m,white,bus,7.8,2.6,4.1,8.7,6.7
129.2813142,0,m,33.0,manufacture,Engineer,recNErab,my head,m,white,bus,5.4,8.4,4.1,4.8,6.7
34.59548255,0,f,34.0,Retail,HR,empjs,no,f,white,car,8.6,5.5,4.1,5.6,6.7
34.59548255,0,f,34.0,Retail,HR,empjs,no,f,white,car,8.6,3.4,4.1,7.1,6.0
34.59548255,0,f,34.0,Retail,HR,empjs,no,f,white,car,7.8,4.1,4.1,7.1,6.7
51.1211499,0,f,28.0,Retail,HR,youjs,no,f,white,car,5.4,5.5,6.4,2.5,4.4
15.11293634,0,f,45.0,State,HR,rabrecNErab,no,f,white,bus,6.2,6.2,3.3,6.3,8.3
15.11293634,0,f,45.0,State,HR,rabrecNErab,no,f,white,bus,4.6,4.8,4.1,7.9,9.0
9.790554415,1,f,41.0,Retail,HR,empjs,no,m,white,bus,3.0,6.9,6.4,4.8,6.0
9.790554415,1,f,41.0,Retail,HR,empjs,no,m,white,bus,2.2,6.9,8.0,6.3,3.7
9.790554415,1,f,41.0,Retail,HR,empjs,no,m,white,bus,3.0,6.9,7.2,4.8,5.2
3.121149897,1,f,41.0,Consult,HR,youjs,no,f,white,bus,1.4,4.8,8.7,5.6,2.1
3.121149897,1,f,41.0,Consult,HR,youjs,no,f,white,bus,3.0,8.4,8.0,3.3,2.1
38.17659138,0,m,33.0,Retail,HR,empjs,my head,f,white,bus,2.2,7.6,6.4,4.8,7.5
30.02874743,1,f,22.0,Banks,HR,youjs,yes,f,white,bus,6.2,4.8,4.9,4.8,6.7
5.092402464,0,f,29.0,Retail,HR,empjs,my head,f,grey,bus,4.6,5.5,1.8,7.1,6.7
5.092402464,0,f,29.0,Retail,HR,empjs,my head,f,grey,bus,4.6,1.0,5.7,8.7,2.9
5.092402464,0,f,29.0,Retail,HR,empjs,my head,f,grey,bus,5.4,4.8,8.0,9.4,2.9
34.0698152,1,f,34.0,manufacture,Marketing,referal,no,m,grey,car,9.4,3.4,4.9,3.3,6.0
40.60780287,0,m,33.0,Retail,HR,empjs,no,f,white,car,4.6,6.2,8.0,7.1,5.2
40.60780287,0,m,33.0,Retail,HR,empjs,no,f,white,car,5.4,7.6,5.7,7.1,6.0
10.51334702,0,f,28.0,Agriculture,HR,friends,no,f,white,bus,6.2,5.5,3.3,6.3,8.3
33.93839836,1,f,27.0,Retail,HR,friends,my head,f,white,bus,5.4,3.4,3.3,8.7,8.3
33.93839836,1,f,27.0,Retail,HR,friends,my head,f,white,bus,6.2,6.2,7.2,3.3,3.7
10.7761807,1,f,35.0,transport,Commercial,empjs,no,f,white,car,7.8,5.5,1.8,5.6,8.3
59.86036961,1,f,27.0,Retail,HR,youjs,my head,m,white,bus,6.2,6.9,4.1,5.6,6.0
24.83778234,1,f,42.0,transport,HR,youjs,no,m,white,bus,5.4,4.8,4.1,4.8,6.0
33.87268994,0,f,22.0,Retail,manage,youjs,no,f,white,bus,6.2,9.1,4.9,3.3,2.9
53.58521561,0,f,40.0,RealEstate,HR,youjs,no,f,white,foot,3.8,8.4,8.0,4.0,4.4
53.58521561,0,f,40.0,RealEstate,HR,youjs,no,f,white,foot,4.6,9.1,4.9,3.3,2.9
1.971252567,0,m,31.0,Banks,IT,recNErab,no,m,grey,car,6.2,4.1,2.6,8.7,8.3
0.788501027,0,f,43.0,etc,HR,youjs,no,m,white,bus,3.0,6.2,8.0,7.1,4.4
57.62628337,0,f,23.0,etc,Sales,empjs,my head,f,white,bus,5.4,6.2,9.5,5.6,5.2
23.45790554,0,f,29.0,Retail,HR,youjs,my head,m,white,bus,7.8,5.5,5.7,4.0,5.2
23.45790554,0,f,29.0,Retail,HR,youjs,my head,m,white,bus,6.2,6.2,5.7,6.3,2.9
23.45790554,0,f,29.0,Retail,HR,youjs,my head,m,white,bus,7.0,6.2,5.7,4.0,3.7
46.9486653,0,f,22.0,State,HR,rabrecNErab,my head,f,white,car,4.6,9.1,6.4,5.6,6.0
15.40862423,1,f,44.0,State,HR,rabrecNErab,my head,f,grey,car,3.8,6.2,5.7,5.6,6.7
39.2936345,0,m,21.0,IT,IT,friends,my head,m,white,foot,3.8,5.5,5.7,7.9,3.7
47.6386037,0,m,40.0,IT,Sales,rabrecNErab,no,m,white,car,1.4,6.9,9.5,6.3,1.3
3.811088296,1,f,32.0,etc,Marketing,youjs,no,m,white,bus,3.8,6.2,6.4,4.0,6.0
66.7926078,0,m,31.0,Banks,etc,friends,no,m,white,bus,4.6,7.6,4.1,4.0,6.0
13.8973306,1,f,23.0,etc,HR,friends,my head,f,white,bus,4.6,8.4,6.4,2.5,2.1
108.550308,1,m,27.0,Building,HR,referal,no,m,white,car,3.8,6.2,8.0,5.6,6.0
86.66940452,0,f,25.0,manufacture,HR,youjs,my head,f,white,bus,4.6,7.6,9.5,2.5,1.3
86.66940452,0,f,25.0,manufacture,HR,youjs,my head,f,white,bus,5.4,5.5,7.2,5.6,2.9
18.33264887,1,m,39.0,Banks,Finan e,rabrecNErab,my head,m,white,bus,3.8,7.6,6.4,4.8,5.2
133.4209446,1,f,29.0,Retail,Sales,rabrecNErab,no,m,white,car,5.4,6.9,2.6,7.9,6.7
8.180698152,1,f,24.0,Consult,HR,youjs,no,f,white,bus,6.2,3.4,7.2,2.5,3.7
8.180698152,1,f,24.0,Consult,HR,youjs,no,f,white,bus,6.2,5.5,7.2,7.1,4.4
13.33880903,1,f,33.0,manufacture,HR,youjs,yes,m,white,car,9.4,5.5,1.8,4.8,6.7
55.78644764,1,f,27.0,Retail,Sales,friends,yes,m,white,bus,4.6,6.9,7.2,2.5,6.7
12.97741273,1,f,29.0,Consult,HR,advert,my head,f,white,foot,3.8,4.8,6.4,7.9,6.7
32.32854209,0,f,29.0,manufacture,HR,friends,no,f,white,bus,3.8,4.8,6.4,7.9,6.7
163.8110883,1,m,19.0,manufacture,HR,referal,no,m,white,car,4.6,5.5,6.4,7.9,6.0
31.96714579,1,m,29.0,Consult,HR,empjs,my head,m,white,bus,4.6,3.4,10.0,6.3,1.0
4.862422998,0,f,27.0,manufacture,HR,youjs,no,m,white,car,5.4,4.1,5.7,7.1,3.7
13.73305955,0,f,29.0,manufacture,HR,rabrecNErab,no,f,white,bus,6.2,3.4,4.9,7.9,7.5
51.94250513,0,m,33.0,PowerGeneration,etc,rabrecNErab,no,f,white,car,6.2,4.8,4.9,5.6,5.2
22.57084189,1,f,30.0,RealEstate,HR,rabrecNErab,no,m,grey,bus,7.8,3.4,4.9,5.6,5.2
19.44969199,0,f,31.0,etc,HR,empjs,my head,f,white,bus,7.0,2.6,4.1,8.7,5.2
73.98767967,0,m,33.0,Telecom,IT,friends,yes,m,white,car,7.0,6.2,3.3,6.3,7.5
8.739219713,0,m,34.0,manufacture,HR,youjs,my head,f,white,bus,9.4,7.6,1.0,4.0,5.2
48.45995893,1,f,34.0,Mining,manage,KA,no,f,white,bus,7.0,2.6,7.2,4.8,5.2
14.85010267,1,m,29.0,PowerGeneration,HR,rabrecNErab,no,f,white,bus,3.8,3.4,8.0,6.3,6.0
63.54004107,1,f,31.0,Building,Marketing,rabrecNErab,no,m,white,car,3.8,5.5,3.3,9.4,9.0
49.31416838,1,m,42.0,Consult,Consult,youjs,my head,m,white,bus,5.4,8.4,6.4,5.6,5.2
13.27310062,1,f,34.0,Mining,HR,empjs,no,m,white,car,6.2,4.8,4.1,5.6,6.7
17.83983573,1,f,39.0,Retail,HR,rabrecNErab,yes,m,white,car,6.2,7.6,4.1,2.5,4.4
114.1355236,1,f,38.0,Mining,Finan e,referal,no,m,white,bus,3.8,3.4,9.5,7.1,2.9
8.147843943,0,f,42.0,Banks,HR,rabrecNErab,no,f,white,bus,3.8,8.4,2.6,4.8,7.5
8.082135524,1,f,33.0,manufacture,HR,referal,my head,m,grey,car,7.8,6.9,2.6,4.8,8.3
26.94045175,1,f,44.0,transport,HR,referal,no,m,white,car,3.8,6.2,4.9,6.3,10.0
1.478439425,1,m,28.0,transport,Commercial,referal,no,m,white,bus,6.2,3.4,6.4,8.7,6.0
94.81724846,0,f,30.40033257,Retail,HR,advert,no,f,grey,bus,6.2,4.1,4.1,6.3,7.5
12.78028747,1,f,24.0,etc,HR,empjs,my head,f,white,bus,8.6,4.8,4.1,6.3,5.2
19.87679671,1,f,29.0,manufacture,HR,empjs,no,m,white,car,6.2,6.2,4.9,4.8,7.5
34.82546201,0,m,27.0,etc,Sales,youjs,yes,m,grey,bus,10.0,2.6,4.1,5.6,9.0
96.72279261,1,m,30.0,Retail,Sales,KA,no,m,white,car,6.2,7.6,4.9,4.8,8.3
12.12320329,1,f,39.0, HoReCa,HR,youjs,no,m,white,foot,3.8,6.9,5.7,5.6,3.7
10.64476386,1,f,26.0,Telecom,IT,youjs,my head,m,grey,bus,7.0,4.1,2.6,8.7,9.0
4.402464066,0,m,40.0,State,Consult,KA,no,m,grey,foot,7.0,6.2,4.1,6.3,9.0
2.36550308,0,f,28.0,Building,HR,empjs,my head,m,white,bus,7.0,6.9,2.6,4.0,5.2
17.51129363,0,f,39.0,transport,HR,youjs,no,f,white,bus,4.6,4.1,4.9,5.6,3.7
17.51129363,0,f,39.0,transport,HR,youjs,no,f,white,bus,6.2,4.8,5.7,4.0,2.9
18.16837782,0,f,24.0,Retail,HR,friends,my head,f,white,bus,5.4,4.8,4.9,7.1,6.7
18.16837782,0,f,24.0,Retail,HR,friends,my head,f,white,bus,4.6,1.9,8.0,6.3,6.0
10.38193018,0,f,34.0,etc,etc,empjs,my head,f,white,car,6.2,1.0,7.2,4.8,6.0
7.852156057,0,f,23.0,transport,HR,youjs,my head,f,white,bus,4.6,7.6,8.0,5.6,2.1
84.04106776,0,m,28.0,IT,HR,youjs,no,m,white,bus,2.2,5.5,7.2,4.8,3.7
8.213552361,0,f,30.0,transport,HR,youjs,no,m,white,bus,6.2,6.2,6.4,3.3,4.4
9.593429158,1,f,34.0,State,Teaching,referal,no,f,white,bus,7.8,7.6,3.3,2.5,7.5
43.92607803,1,f,32.0,transport,HR,rabrecNErab,my head,m,white,bus,6.2,4.8,2.6,5.6,9.8
82.75975359,0,f,20.0,Telecom,HR,recNErab,yes,f,white,foot,3.8,6.9,5.7,6.3,6.7
27.92607803,0,f,25.0,Consult,HR,empjs,no,f,white,bus,7.0,4.1,5.7,5.6,8.3
3.811088296,1,f,23.0,etc,HR,rabrecNErab,yes,m,white,bus,7.0,4.8,7.2,4.8,4.4
48.09856263,1,f,25.0,State,Consult,rabrecNErab,yes,f,white,bus,7.0,4.1,5.7,6.3,7.5
8.640657084,1,f,25.0,Retail,IT,empjs,no,f,grey,bus,7.0,2.6,6.4,7.9,5.2
30.68583162,0,f,37.0,IT,HR,empjs,my head,f,white,bus,5.4,6.9,5.7,5.6,6.7
26.34907598,0,m,36.0,transport,etc,empjs,no,m,grey,bus,3.8,8.4,5.7,6.3,6.0
18.13552361,0,f,23.0,PowerGeneration,HR,rabrecNErab,no,m,white,bus,7.0,5.5,4.1,4.8,6.0
7.227926078,0,f,26.0,State,HR,youjs,no,m,white,bus,7.8,6.2,3.3,7.1,6.7
23.2936345,1,f,32.0,Consult,HR,friends,no,f,white,car,6.2,6.2,7.2,3.3,2.9
100.238193,0,f,23.0,Retail,HR,rabrecNErab,no,m,white,car,5.4,5.5,5.7,4.8,9.8
36.00821355,0,f,45.0,transport,HR,recNErab,no,f,white,car,4.6,4.8,4.9,8.7,5.2
19.18685832,1,f,25.0,Consult,HR,empjs,my head,f,grey,bus,7.0,4.8,5.7,4.8,5.2
43.95893224,0,f,38.0,Retail,HR,friends,no,m,white,bus,7.8,7.6,2.6,5.6,7.5
90.15195072,0,f,20.0,Telecom,HR,referal,my head,f,white,bus,9.4,6.9,2.6,3.3,7.5
22.24229979,1,f,34.0,Retail,HR,empjs,no,m,white,car,7.8,4.1,2.6,4.8,4.4
33.57700205,0,f,24.0,IT,HR,empjs,no,m,white,bus,6.2,6.2,4.9,3.3,4.4
5.94661191,0,f,38.0,Retail,BusinessDevelopment,youjs,no,m,white,car,7.0,4.8,4.1,7.1,9.0
19.74537988,0,f,33.0,Pharma,HR,rabrecNErab,no,m,white,bus,5.4,6.9,4.1,4.8,6.0
26.02053388,1,m,25.0,Retail,IT,referal,no,m,white,car,2.2,7.6,5.7,7.9,6.0
25.36344969,0,f,32.0,manufacture,HR,KA,no,m,white,car,6.2,6.9,5.7,4.8,8.3
41.69199179,1,f,36.0,manufacture,Sales,KA,no,m,grey,car,8.6,4.8,1.8,7.1,8.3
23.55646817,1,f,32.0,etc,HR,youjs,my head,f,white,bus,5.4,6.9,7.2,7.9,6.7
80.49281314,1,f,25.0,Consult,HR,youjs,my head,f,white,bus,6.2,6.2,5.7,3.3,6.7
22.01232033,0,m,37.0,manufacture,etc,youjs,no,m,white,bus,3.0,8.4,5.7,5.6,6.7
42.38193018,1,f,26.0,Consult,BusinessDevelopment,empjs,my head,m,white,bus,9.4,6.9,3.3,3.3,6.0
33.41273101,0,m,32.0,Retail,HR,youjs,no,m,white,bus,4.6,2.6,6.4,8.7,6.0
64.52566735,0,f,25.0,etc,HR,KA,my head,m,white,foot,7.8,4.1,6.4,4.0,3.7
3.482546201,1,f,37.0,IT,HR,empjs,yes,f,white,bus,6.2,6.9,5.7,6.3,5.2
88.83778234,1,f,25.0,transport,HR,referal,my head,f,white,car,4.6,6.9,4.9,4.0,6.0
110.4887064,0,f,25.0,Pharma,HR,friends,my head,f,white,bus,10.0,1.9,2.6,7.1,9.8
14.06160164,0,f,56.0,Retail,HR,empjs,no,m,white,bus,4.6,6.2,4.9,5.6,6.7
11.99178645,1,m,24.0,State,Teaching,rabrecNErab,no,f,white,bus,6.2,4.1,5.7,5.6,3.7
101.5195072,0,f,32.0,IT,HR,rabrecNErab,no,f,white,bus,4.6,7.6,4.1,4.8,6.0
179.449692,0,f,24.0,Retail,HR,KA,no,f,white,bus,7.0,4.8,2.6,5.6,8.3
12.38603696,0,f,24.0,Pharma,HR,youjs,yes,f,white,bus,5.4,6.9,5.7,5.6,4.4
24.90349076,0,f,24.0,manufacture,HR,youjs,no,m,white,bus,3.8,7.6,8.0,4.8,2.9
61.99589322,0,m,31.0,Banks,HR,youjs,no,f,white,car,5.4,4.8,8.7,5.6,4.4
24.47638604,0,f,27.0,Building,HR,empjs,no,m,white,bus,8.6,5.5,4.9,3.3,3.7
63.70431211,0,f,37.0,manufacture,HR,KA,no,m,white,foot,6.2,6.9,3.3,7.1,6.7
5.388090349,1,f,38.0,Retail,HR,rabrecNErab,no,m,white,car,1.4,4.1,7.2,6.3,7.5
64.75564682,0,f,35.0,Consult,HR,friends,my head,f,white,foot,7.0,6.2,7.2,2.5,5.2
64.75564682,0,f,35.0,Consult,HR,friends,my head,f,white,foot,8.6,6.9,5.7,3.3,4.4
2.694045175,0,m,29.0,PowerGeneration,HR,friends,no,f,white,bus,7.0,5.5,8.0,5.6,8.3
2.39835729,0,m,25.0,Retail,Marketing,youjs,no,f,white,car,6.2,2.6,5.7,5.6,6.7
26.87474333,1,f,26.0,Consult,HR,youjs,my head,f,white,bus,8.6,4.1,4.9,5.6,5.2
144.7556468,0,f,27.0,manufacture,HR,referal,no,f,white,car,5.4,9.1,3.3,4.8,6.0
45.30595483,1,f,34.0,Retail,HR,youjs,no,f,white,bus,7.0,1.9,9.5,5.6,6.0
45.30595483,1,f,34.0,Retail,HR,youjs,no,f,white,bus,6.2,2.6,8.7,6.3,6.0
45.30595483,1,f,34.0,Retail,HR,youjs,no,f,white,bus,5.4,2.6,10.0,3.3,3.7
45.30595483,1,f,34.0,Retail,HR,youjs,no,f,white,bus,4.6,5.5,10.0,2.5,5.2
6.078028747,0,f,35.0, HoReCa,HR,youjs,no,f,white,bus,5.4,5.5,7.2,5.6,2.9
22.63655031,1,f,36.0,PowerGeneration,Accounting,empjs,no,f,white,bus,7.8,1.9,4.1,7.1,9.0
96.59137577,0,f,46.0,etc,Marketing,friends,no,m,white,bus,4.6,8.4,4.9,7.9,6.0
10.90759754,1,f,32.0,Building,HR,rabrecNErab,my head,m,white,car,7.8,5.5,4.9,6.3,9.0
16.95277207,0,f,38.0,Retail,HR,youjs,no,f,white,foot,7.0,1.9,9.5,5.6,6.0
16.95277207,0,f,38.0,Retail,HR,youjs,no,f,white,foot,6.2,2.6,8.7,6.3,6.0
16.95277207,0,f,38.0,Retail,HR,youjs,no,f,white,foot,5.4,2.6,10.0,3.3,3.7
16.95277207,0,f,38.0,Retail,HR,youjs,no,f,white,foot,4.6,5.5,10.0,2.5,5.2
61.2073922,0,f,25.0,etc,HR,youjs,no,f,white,bus,6.2,6.2,3.3,6.3,6.7
9.264887064,1,f,23.0,Retail,HR,youjs,no,f,white,bus,7.0,5.5,3.3,4.8,6.7
81.64271047,0,f,31.0,Retail,HR,youjs,yes,f,white,bus,4.6,5.5,7.2,3.3,2.9
81.64271047,0,f,31.0,Retail,HR,youjs,yes,f,white,bus,4.6,5.5,7.2,4.8,3.7
55.95071869,0,f,40.0,etc,HR,youjs,no,f,white,foot,3.8,8.4,8.0,4.0,4.4
55.95071869,0,f,40.0,etc,HR,youjs,no,f,white,foot,4.6,9.1,4.9,3.3,2.9
49.7412731,0,m,40.0,IT,Sales,friends,no,m,white,car,1.4,6.9,9.5,6.3,1.3
57.10061602,0,m,26.0,Building,HR,friends,my head,m,white,car,4.6,6.9,4.9,5.6,6.7
163.7782341,0,m,23.0,Retail,HR,empjs,no,f,white,car,4.6,6.2,8.0,7.1,5.2
163.7782341,0,m,23.0,Retail,HR,empjs,no,f,white,car,5.4,7.6,5.7,7.1,6.0
54.01232033,1,m,37.0,IT,IT,rabrecNErab,no,m,white,bus,7.8,4.8,2.6,5.6,9.8
23.75359343,0,f,34.0,Banks,HR,youjs,no,f,white,bus,3.8,6.9,7.2,5.6,5.2
1.412731006,1,f,29.0,Banks,HR,youjs,my head,f,white,bus,4.6,4.1,6.4,4.8,4.4
59.89322382,1,f,27.0,Retail,HR,youjs,my head,m,white,car,6.2,6.9,4.1,5.6,6.0
27.4661191,0,f,31.0,Consult,Marketing,rabrecNErab,no,m,white,foot,5.4,5.5,3.3,7.9,8.3
89.19917864,1,m,18.0,Retail,Sales,referal,my head,m,white,bus,7.8,5.5,2.6,7.1,7.5
47.21149897,0,f,31.0, HoReCa,HR,rabrecNErab,no,f,white,car,7.0,4.8,6.4,4.0,6.7
21.48665298,0,f,27.0,Retail,HR,empjs,my head,m,white,bus,5.4,7.6,6.4,4.0,4.4
8.344969199,0,f,35.0,etc,HR,rabrecNErab,no,f,white,bus,5.4,6.9,7.2,7.9,6.7
48.19712526,0,f,39.0,manufacture,HR,rabrecNErab,my head,f,white,bus,3.0,7.6,9.5,3.3,4.4
48.19712526,0,f,39.0,manufacture,HR,rabrecNErab,my head,f,white,bus,3.0,7.6,8.0,4.0,1.3
42.18480493,0,f,27.0,PowerGeneration,HR,youjs,no,m,white,bus,3.0,2.6,6.4,7.1,7.5
42.18480493,0,f,27.0,PowerGeneration,HR,youjs,no,m,white,bus,3.0,5.5,4.1,7.1,8.3
39.22792608,1,f,37.0,Retail,HR,friends,no,f,white,car,6.2,6.9,4.1,6.3,8.3
39.22792608,1,f,37.0,Retail,HR,friends,no,f,white,car,3.8,9.1,4.9,5.6,7.5
39.22792608,1,f,37.0,Retail,HR,friends,no,f,white,car,6.2,6.9,4.1,6.3,8.3
39.22792608,1,f,37.0,Retail,HR,friends,no,f,white,car,3.8,9.1,4.9,5.6,7.5
43.69609856,0,f,36.0,IT,HR,youjs,my head,f,white,bus,5.4,6.9,5.7,5.6,6.7
14.22587269,0,f,31.0,IT,HR,friends,my head,f,white,bus,6.2,6.2,5.7,3.3,6.7
33.90554415,0,f,23.0,Retail,HR,empjs,my head,f,white,bus,6.2,4.1,8.0,4.0,4.4
70.34086242,0,f,31.0,manufacture,HR,friends,my head,f,white,bus,1.4,7.6,8.0,5.6,1.0
39.88501027,0,m,22.0,etc,HR,youjs,no,f,white,bus,8.6,2.6,6.4,6.3,6.7
144.5913758,1,m,30.0,Retail,Finan e,friends,no,f,white,bus,8.6,2.6,4.9,7.1,7.5
15.17864476,0,f,45.0,Retail,HR,friends,no,f,white,foot,3.8,6.9,8.0,6.3,5.2
57.65913758,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6.0
57.65913758,0,f,33.0,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5
47.96714579,1,f,33.0,Banks,HR,empjs,no,f,white,bus,7.0,6.2,1.0,9.4,7.5
42.25051335,1,f,18.0,Banks,HR,rabrecNErab,my head,f,white,bus,6.2,6.2,4.1,2.5,5.2
12.68172485,1,f,36.0,PowerGeneration,HR,youjs,my head,m,white,bus,6.2,5.5,5.7,5.6,6.7
15.93429158,0,f,41.0,Retail,HR,youjs,no,m,grey,bus,7.8,7.6,4.1,1.7,5.2
29.47022587,1,f,29.0,Banks,HR,friends,no,f,white,bus,6.2,5.5,4.9,5.6,9.8
1.18275154,0,f,50.0,Pharma,BusinessDevelopment,youjs,no,m,grey,car,4.6,6.2,8.0,4.8,5.2
56.73921971,0,f,34.0, HoReCa,HR,youjs,no,f,white,car,6.2,4.1,7.2,4.8,1.0
116.7310062,1,m,38.0,Retail,Commercial,KA,yes,m,white,car,7.8,9.1,2.6,4.0,9.0
39.68788501,0,f,25.0,IT,HR,youjs,no,m,white,bus,6.2,6.9,2.6,5.6,7.5
49.87268994,1,f,30.40033257,State,Finan e,referal,no,m,grey,bus,10.0,5.5,4.1,4.0,7.5
12.22176591,1,m,27.0,Retail,Sales,youjs,my head,m,white,car,3.8,3.4,2.6,10.0,9.0
19.28542094,1,f,38.0,Retail,Commercial,empjs,no,m,white,car,7.0,6.9,4.1,4.0,6.7
43.86036961,0,f,29.0,Retail,HR,youjs,no,f,white,car,8.6,6.2,4.9,4.8,9.0
131.613963,0,f,26.0,Telecom,IT,youjs,my head,m,white,car,3.0,6.9,4.9,6.3,6.0
13.9301848,0,f,27.0,manufacture,HR,empjs,no,f,white,bus,7.0,4.8,6.4,4.8,4.4
18.92402464,0,m,43.0,Consult,IT,referal,no,m,white,foot,6.2,4.1,5.7,7.1,8.3
81.83983573,1,m,34.0,Retail,Commercial,KA,no,m,white,car,3.8,3.4,7.2,8.7,7.5
16.75564682,0,f,31.0,etc,HR,rabrecNErab,no,f,grey,bus,8.6,4.8,2.6,7.9,6.7
20.69815195,0,f,27.0,manufacture,HR,friends,no,m,white,bus,7.8,4.8,1.8,6.3,6.0
51.31827515,0,f,28.0,manufacture,HR,youjs,my head,f,white,car,7.0,4.8,5.7,2.5,4.4
6.242299795,0,f,21.0,Consult,HR,friends,yes,f,grey,bus,7.0,6.2,4.1,4.8,6.7
7.030800821,1,f,39.0,State,HR,friends,no,f,white,car,7.0,4.1,2.6,7.9,7.5
7.030800821,1,f,39.0,State,HR,friends,no,f,white,car,7.8,6.2,2.6,5.6,6.7
2.266940452,1,f,39.0,State,Teaching,rabrecNErab,no,m,grey,bus,2.2,6.9,8.7,6.3,5.2
26.54620123,1,f,27.0,Retail,Sales,referal,my head,m,white,bus,8.6,7.6,1.0,5.6,10.0
79.01437372,1,m,29.0,Retail,IT,referal,yes,m,white,car,1.4,4.1,10.0,4.8,1.3
0.525667351,0,f,49.0,Telecom,HR,friends,no,m,white,car,5.4,2.6,4.1,6.3,6.7
140.2217659,0,m,27.0,Retail,BusinessDevelopment,referal,no,m,white,car,3.8,6.2,4.1,7.9,5.2
26.57905544,1,f,28.0,Banks,HR,youjs,no,f,white,foot,3.8,9.1,6.4,4.8,6.7
25.52772074,1,f,27.0,Consult,Sales,rabrecNErab,my head,m,grey,bus,7.0,4.8,4.9,5.6,6.7
5.125256674,0,m,23.0,Consult,HR,empjs,my head,m,white,bus,4.6,6.2,4.9,6.3,8.3
40.11498973,0,m,41.0,IT,IT,friends,no,m,white,car,1.4,6.9,9.5,6.3,1.3
32.32854209,0,m,49.0,PowerGeneration,IT,friends,no,m,grey,car,3.0,3.4,8.7,5.6,3.7
1.708418891,0,m,30.0,IT,IT,friends,my head,m,white,bus,6.2,4.8,7.2,4.8,3.7
50.29979466,0,f,21.0,Banks,HR,youjs,my head,f,grey,bus,4.6,6.9,7.2,7.1,1.3
70.50513347,1,f,24.0,manufacture,HR,referal,no,f,white,bus,7.8,5.5,7.2,5.6,3.7
14.58726899,1,f,34.0,Retail,HR,youjs,my head,m,white,car,3.8,4.8,6.4,7.9,6.7
37.15811088,1,m,38.0,Retail,HR,rabrecNErab,no,f,white,bus,7.0,3.4,5.7,8.7,5.2
27.33470226,0,f,32.0,etc,Sales,empjs,no,m,white,bus,7.8,5.5,2.6,4.0,7.5
32.85420945,1,f,58.0,Retail,Accounting,youjs,no,m,white,bus,5.4,4.8,6.4,4.8,6.0
5.453798768,0,m,29.0,PowerGeneration,HR,friends,no,f,white,bus,7.0,5.5,8.0,5.6,8.3
79.54004107,0,m,23.0,IT,IT,youjs,my head,m,white,car,4.6,5.5,8.7,4.8,4.4
12.64887064,0,f,36.0,IT,HR,recNErab,yes,m,white,bus,4.6,6.9,4.9,5.6,6.0
20.30390144,0,f,45.0,State,HR,rabrecNErab,no,f,grey,bus,6.2,6.2,3.3,6.3,8.3
20.30390144,0,f,45.0,State,HR,rabrecNErab,no,f,grey,bus,4.6,4.8,4.1,7.9,9.0
10.48049281,1,f,28.0,Consult,HR,youjs,my head,m,white,bus,7.0,4.1,3.3,4.8,6.7
11.03901437,1,f,37.0,Mining,HR,rabrecNErab,no,m,white,bus,4.6,4.8,8.0,5.6,8.3
128.1314168,0,f,32.0,Building,HR,KA,no,m,white,bus,7.8,6.9,4.1,3.3,7.5
5.585215606,0,m,37.0,IT,IT,rabrecNErab,my head,m,white,bus,6.2,6.9,4.1,4.0,8.3
61.07597536,0,m,29.0,IT,IT,rabrecNErab,no,m,white,bus,1.0,5.5,10.0,7.1,2.9
110.0287474,0,f,25.0,Retail,HR,youjs,my head,m,white,car,6.2,3.4,6.4,6.3,7.5
52.27104723,0,m,27.0,Retail,IT,KA,no,m,white,bus,3.8,6.2,4.1,9.4,6.7
